material_id,name,synonyms,material_type,category,subcategory,CAS,PubChem_CID,SMILES,InChIKey,supplier_or_grade_notes,route_suitability,regulatory_or_safety_notes,source_id,curation_status,confidence_score,notes
SOLV_DICHLOROMETHANE,Dichloromethane,,solvent,Solvent/co-solvent,organic/aqueous solvent,,,,,,manufacturing/process solvent; residual limits apply,Use ICH Q3C class/PDE and route-specific residual testing.,S005_ICH_Q3C_R9,seed_curated,0.78,
SOLV_DMSO,DMSO,,solvent,Solvent/co-solvent,organic/aqueous solvent,,,,,,manufacturing/process solvent; residual limits apply,Use ICH Q3C class/PDE and route-specific residual testing.,S005_ICH_Q3C_R9,seed_curated,0.78,
SOLV_ACETONITRILE,Acetonitrile,,solvent,Solvent/co-solvent,organic/aqueous solvent,,,,,,manufacturing/process solvent; residual limits apply,Use ICH Q3C class/PDE and route-specific residual testing.,S005_ICH_Q3C_R9,seed_curated,0.78,
SOLV_ISOPROPANOL,Isopropanol,,solvent,Solvent/co-solvent,organic/aqueous solvent,,,,,,manufacturing/process solvent; residual limits apply,Use ICH Q3C class/PDE and route-specific residual testing.,S005_ICH_Q3C_R9,seed_curated,0.78,
SOLV_PROPYLENE_GLYCOL,Propylene glycol,,solvent,Solvent/co-solvent,organic/aqueous solvent,,,,,,manufacturing/process solvent; residual limits apply,Use ICH Q3C class/PDE and route-specific residual testing.,S005_ICH_Q3C_R9,seed_curated,0.78,
SOLV_PEG_400,PEG 400,,solvent,Solvent/co-solvent,organic/aqueous solvent,,,,,,manufacturing/process solvent; residual limits apply,Use ICH Q3C class/PDE and route-specific residual testing.,S005_ICH_Q3C_R9,seed_curated,0.78,
SOLV_GLYCEROL,Glycerol,,solvent,Solvent/co-solvent,organic/aqueous solvent,,,,,,manufacturing/process solvent; residual limits apply,Use ICH Q3C class/PDE and route-specific residual testing.,S005_ICH_Q3C_R9,seed_curated,0.78,
SOLV_TRANSCUTOL_P,Transcutol P,,solvent,Solvent/co-solvent,organic/aqueous solvent,,,,,,manufacturing/process solvent; residual limits apply,Use ICH Q3C class/PDE and route-specific residual testing.,S005_ICH_Q3C_R9,seed_curated,0.78,
SOLV_DIMETHYLACETAMIDE,Dimethylacetamide,,solvent,Solvent/co-solvent,organic/aqueous solvent,,,,,,manufacturing/process solvent; residual limits apply,Use ICH Q3C class/PDE and route-specific residual testing.,S005_ICH_Q3C_R9,seed_curated,0.78,
SOLV_N_METHYL_2_PYRROLIDONE,N-methyl-2-pyrrolidone,,solvent,Solvent/co-solvent,organic/aqueous solvent,,,,,,manufacturing/process solvent; residual limits apply,Use ICH Q3C class/PDE and route-specific residual testing.,S005_ICH_Q3C_R9,seed_curated,0.78,
SOLV_TERT_BUTANOL,Tert-butanol,,solvent,Solvent/co-solvent,organic/aqueous solvent,,,,,,manufacturing/process solvent; residual limits apply,Use ICH Q3C class/PDE and route-specific residual testing.,S005_ICH_Q3C_R9,seed_curated,0.78,
SOLV_DIETHYL_ETHER,Diethyl ether,,solvent,Solvent/co-solvent,organic/aqueous solvent,,,,,,manufacturing/process solvent; residual limits apply,Use ICH Q3C class/PDE and route-specific residual testing.,S005_ICH_Q3C_R9,seed_curated,0.78,
CAR_MALTODEXTRIN,Maltodextrin,,carrier,Dry carrier/cryoprotectant,saccharide carrier,,,,,,"oral, pulmonary, lyophilized, proniosome/proliposome carrier as grade allows","Grade-specific particle size, microbial/endotoxin and moisture specs required.",S007_EXCIPIENTS_HANDBOOK,seed_curated,0.58,DE controls Tg and hygroscopicity
CAR_MANNITOL,Mannitol,,carrier,Dry carrier/cryoprotectant,crystalline sugar alcohol,,,,,,"oral, pulmonary, lyophilized, proniosome/proliposome carrier as grade allows","Grade-specific particle size, microbial/endotoxin and moisture specs required.",S007_EXCIPIENTS_HANDBOOK,seed_curated,0.58,common inhalation/lyophilization bulking carrier
CAR_TREHALOSE,Trehalose,,carrier,Dry carrier/cryoprotectant,disaccharide cryoprotectant,,,,,,"oral, pulmonary, lyophilized, proniosome/proliposome carrier as grade allows","Grade-specific particle size, microbial/endotoxin and moisture specs required.",S007_EXCIPIENTS_HANDBOOK,seed_curated,0.58,excellent liposome/LNP cryoprotectant
CAR_SUCROSE,Sucrose,,carrier,Dry carrier/cryoprotectant,disaccharide cryoprotectant,,,,,,"oral, pulmonary, lyophilized, proniosome/proliposome carrier as grade allows","Grade-specific particle size, microbial/endotoxin and moisture specs required.",S007_EXCIPIENTS_HANDBOOK,seed_curated,0.58,excellent cryoprotectant; hygroscopicity consideration
CAR_LACTOSE,Lactose,,carrier,Dry carrier/cryoprotectant,disaccharide carrier,,,,,,"oral, pulmonary, lyophilized, proniosome/proliposome carrier as grade allows","Grade-specific particle size, microbial/endotoxin and moisture specs required.",S007_EXCIPIENTS_HANDBOOK,seed_curated,0.58,inhalation carrier; reducing sugar compatibility risk
CAR_GLUCOSE,Glucose,,carrier,Dry carrier/cryoprotectant,monosaccharide,,,,,,"oral, pulmonary, lyophilized, proniosome/proliposome carrier as grade allows","Grade-specific particle size, microbial/endotoxin and moisture specs required.",S007_EXCIPIENTS_HANDBOOK,seed_curated,0.58,reducing sugar; Maillard risk
CAR_SORBITOL,Sorbitol,,carrier,Dry carrier/cryoprotectant,sugar alcohol,,,,,,"oral, pulmonary, lyophilized, proniosome/proliposome carrier as grade allows","Grade-specific particle size, microbial/endotoxin and moisture specs required.",S007_EXCIPIENTS_HANDBOOK,seed_curated,0.58,plasticizer/hygroscopic
CAR_XYLITOL,Xylitol,,carrier,Dry carrier/cryoprotectant,sugar alcohol,,,,,,"oral, pulmonary, lyophilized, proniosome/proliposome carrier as grade allows","Grade-specific particle size, microbial/endotoxin and moisture specs required.",S007_EXCIPIENTS_HANDBOOK,seed_curated,0.58,sugar alcohol carrier
CAR_CYCLODEXTRIN,Cyclodextrin,,carrier,Dry carrier/cryoprotectant,cyclodextrin family,,,,,,"oral, pulmonary, lyophilized, proniosome/proliposome carrier as grade allows","Grade-specific particle size, microbial/endotoxin and moisture specs required.",S007_EXCIPIENTS_HANDBOOK,seed_curated,0.58,placeholder for exact cyclodextrin
CAR_BETA_CYCLODEXTRIN,Beta-cyclodextrin,,carrier,Dry carrier/cryoprotectant,cyclodextrin,,,,,,"oral, pulmonary, lyophilized, proniosome/proliposome carrier as grade allows","Grade-specific particle size, microbial/endotoxin and moisture specs required.",S007_EXCIPIENTS_HANDBOOK,seed_curated,0.58,renal/parenteral caution compared with HPBCD/SBEBCD
CAR_HYDROXYPROPYL_BETA_CYCLODEXTRIN,Hydroxypropyl-beta-cyclodextrin,,carrier,Dry carrier/cryoprotectant,modified cyclodextrin,,,,,,"oral, pulmonary, lyophilized, proniosome/proliposome carrier as grade allows","Grade-specific particle size, microbial/endotoxin and moisture specs required.",S007_EXCIPIENTS_HANDBOOK,seed_curated,0.58,DS and substitution pattern critical
CAR_SULFOBUTYLETHER_BETA_CYCLODEXTRIN,Sulfobutylether-beta-cyclodextrin,,carrier,Dry carrier/cryoprotectant,anionic modified cyclodextrin,,,,,,"oral, pulmonary, lyophilized, proniosome/proliposome carrier as grade allows","Grade-specific particle size, microbial/endotoxin and moisture specs required.",S007_EXCIPIENTS_HANDBOOK,seed_curated,0.58,anionic; renal dose and route-specific limits
CAR_MICROCRYSTALLINE_CELLULOSE,Microcrystalline cellulose,,carrier,Dry carrier/cryoprotectant,insoluble carrier,,,,,,"oral, pulmonary, lyophilized, proniosome/proliposome carrier as grade allows","Grade-specific particle size, microbial/endotoxin and moisture specs required.",S007_EXCIPIENTS_HANDBOOK,seed_curated,0.58,good solid carrier; not soluble
CAR_AEROSIL_COLLOIDAL_SILICON_DIOXIDE,Aerosil / colloidal silicon dioxide,Aerosil;colloidal silicon dioxide,carrier,Dry carrier/cryoprotectant,porous adsorbent,,,,,,"oral, pulmonary, lyophilized, proniosome/proliposome carrier as grade allows","Grade-specific particle size, microbial/endotoxin and moisture specs required.",S007_EXCIPIENTS_HANDBOOK,seed_curated,0.58,high surface area adsorbent; inhalation safety caution
CAR_CALCIUM_CARBONATE,Calcium carbonate,,carrier,Dry carrier/cryoprotectant,inorganic carrier,,,,,,"oral, pulmonary, lyophilized, proniosome/proliposome carrier as grade allows","Grade-specific particle size, microbial/endotoxin and moisture specs required.",S007_EXCIPIENTS_HANDBOOK,seed_curated,0.58,alkaline; can interact with acids
CAR_PREGELATINIZED_STARCH,Pregelatinized starch,,carrier,Dry carrier/cryoprotectant,starch derivative,,,,,,"oral, pulmonary, lyophilized, proniosome/proliposome carrier as grade allows","Grade-specific particle size, microbial/endotoxin and moisture specs required.",S007_EXCIPIENTS_HANDBOOK,seed_curated,0.58,swelling carrier/disintegrant
CAR_L_LEUCINE,L-leucine,L-Leucine;leucine,carrier,Dry carrier/cryoprotectant,amino acid / inhalation dispersibility enhancer,,,,,,"oral, pulmonary, lyophilized, proniosome/proliposome carrier as grade allows","Grade-specific particle size, microbial/endotoxin and moisture specs required.",S007_EXCIPIENTS_HANDBOOK,seed_curated,0.58,surface-active amino acid for inhalation powders
CAR_LEUCINE_FOR_INHALATION_POWDERS,Leucine for inhalation powders,,carrier,Dry carrier/cryoprotectant,amino acid / inhalation dispersibility enhancer,,,,,,"oral, pulmonary, lyophilized, proniosome/proliposome carrier as grade allows","Grade-specific particle size, microbial/endotoxin and moisture specs required.",S007_EXCIPIENTS_HANDBOOK,seed_curated,0.58,duplicate functional grade of L-leucine
CAR_GLYCINE,Glycine,,carrier,Dry carrier/cryoprotectant,amino acid,,,,,,"oral, pulmonary, lyophilized, proniosome/proliposome carrier as grade allows","Grade-specific particle size, microbial/endotoxin and moisture specs required.",S007_EXCIPIENTS_HANDBOOK,seed_curated,0.58,buffer/bulking carrier
CAR_ALBUMIN,Albumin,,carrier,Dry carrier/cryoprotectant,protein carrier,,,,,,"oral, pulmonary, lyophilized, proniosome/proliposome carrier as grade allows","Grade-specific particle size, microbial/endotoxin and moisture specs required.",S007_EXCIPIENTS_HANDBOOK,seed_curated,0.58,biological material; immunogenicity/source control
CHG_DICETYL_PHOSPHATE,Dicetyl phosphate,,ionic_surfactant,Charge inducer/ionic modifier,ionic amphiphile,,,,,,vesicle charge modifier; usually low mol% screening,Cationic agents often cytotoxic; route-specific safety essential.,S001_PUBCHEM,seed_curated,0.58,Add exact grade/salt form before use.
CHG_STEARYLAMINE,Stearylamine,,ionic_surfactant,Charge inducer/ionic modifier,ionic amphiphile,,,,,,vesicle charge modifier; usually low mol% screening,Cationic agents often cytotoxic; route-specific safety essential.,S001_PUBCHEM,seed_curated,0.58,Add exact grade/salt form before use.
CHG_SODIUM_STEARATE,Sodium stearate,,ionic_surfactant,Charge inducer/ionic modifier,ionic amphiphile,,,,,,vesicle charge modifier; usually low mol% screening,Cationic agents often cytotoxic; route-specific safety essential.,S001_PUBCHEM,seed_curated,0.58,Add exact grade/salt form before use.
CHG_SODIUM_OLEATE,Sodium oleate,,ionic_surfactant,Charge inducer/ionic modifier,ionic amphiphile,,,,,,vesicle charge modifier; usually low mol% screening,Cationic agents often cytotoxic; route-specific safety essential.,S001_PUBCHEM,seed_curated,0.58,Add exact grade/salt form before use.
POL_PLGA_50_50,PLGA 50:50,,polymer,Polymer,biodegradable polyester,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,lactide:glycolide 50:50
POL_PLGA_65_35,PLGA 65:35,,polymer,Polymer,biodegradable polyester,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,lactide:glycolide 65:35
POL_PLGA_75_25,PLGA 75:25,,polymer,Polymer,biodegradable polyester,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,lactide:glycolide 75:25
POL_PLA,PLA,,polymer,Polymer,biodegradable polyester,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,poly(lactic acid)
POL_PCL,PCL,,polymer,Polymer,biodegradable polyester,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,polycaprolactone
POL_PGA,PGA,,polymer,Polymer,biodegradable polyester,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,polyglycolide
POL_PEG_1000,PEG 1000,,polymer,Polymer,hydrophilic polymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,PEG grade
POL_PEG_2000,PEG 2000,,polymer,Polymer,hydrophilic polymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,PEG grade
POL_PEG_5000,PEG 5000,,polymer,Polymer,hydrophilic polymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,PEG grade
POL_PEG_10000,PEG 10000,,polymer,Polymer,hydrophilic polymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,PEG grade
POL_PVA,PVA,,polymer,Polymer,hydrophilic polymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,degree of hydrolysis critical
POL_PVP_K30,PVP K30,,polymer,Polymer,hydrophilic polymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,K value grade-dependent
POL_PVP_K90,PVP K90,,polymer,Polymer,hydrophilic polymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,K value grade-dependent
POL_HPMC,HPMC,,polymer,Polymer,cellulose ether,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,substitution/viscosity grade critical
POL_HPC,HPC,,polymer,Polymer,cellulose ether,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,
POL_CMC,CMC,,polymer,Polymer,cellulose derivative,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,
POL_SODIUM_CMC,Sodium CMC,,polymer,Polymer,cellulose derivative,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,
POL_CHITOSAN_LOW_MW,Chitosan low MW,,polymer,Polymer,cationic mucoadhesive polysaccharide,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,MW/DD critical
POL_CHITOSAN_MEDIUM_MW,Chitosan medium MW,,polymer,Polymer,cationic mucoadhesive polysaccharide,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,MW/DD critical
POL_CHITOSAN_HIGH_MW,Chitosan high MW,,polymer,Polymer,cationic mucoadhesive polysaccharide,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,MW/DD critical
POL_TRIMETHYL_CHITOSAN,Trimethyl chitosan,,polymer,Polymer,cationic mucoadhesive polysaccharide,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,quaternized chitosan
POL_PEI_LOW_MW,PEI low MW,,polymer,Polymer,cationic polymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,polyethylenimine
POL_PEI_HIGH_MW,PEI high MW,,polymer,Polymer,cationic polymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,polyethylenimine
POL_HYALURONIC_ACID,Hyaluronic acid,,polymer,Polymer,anionic biopolymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,
POL_SODIUM_ALGINATE,Sodium alginate,,polymer,Polymer,anionic biopolymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,
POL_DEXTRAN,Dextran,,polymer,Polymer,neutral biopolymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,
POL_HEPARIN,Heparin,,polymer,Polymer,anionic biopolymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,
POL_PECTIN,Pectin,,polymer,Polymer,anionic biopolymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,
POL_EUDRAGIT_RS,Eudragit RS,,polymer,Polymer,acrylate copolymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,permeable sustained-release
POL_EUDRAGIT_RL,Eudragit RL,,polymer,Polymer,acrylate copolymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,more permeable than RS
POL_EUDRAGIT_L100,Eudragit L100,,polymer,Polymer,anionic acrylate copolymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,enteric polymer
POL_EUDRAGIT_S100,Eudragit S100,,polymer,Polymer,anionic acrylate copolymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,colon-targeting enteric polymer
POL_EUDRAGIT_E_PO,Eudragit E PO,,polymer,Polymer,cationic acrylate copolymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,soluble below pH ~5
POL_GELATIN,Gelatin,,polymer,Polymer,protein/natural polymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,
POL_ALBUMIN_POLYMER_GRADE,Albumin polymer grade,,polymer,Polymer,protein/natural polymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,
POL_CASEIN,Casein,,polymer,Polymer,protein/natural polymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,
POL_ZEIN,Zein,,polymer,Polymer,protein/natural polymer,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,
POL_PEG_400_POLYMER_GRADE,PEG 400 polymer grade,,polymer,Polymer,hydrophilic polymer / co-solvent,,,,,,"polymeric nanoparticles, hybrid coating, stabilizer, mucoadhesive systems",Use pharmacopeial/GMP grade where available; polymer MW and residuals are critical.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.55,distinct polymer-role row; same chemistry as PEG 400 solvent material
SEED_API002,Dexamethasone sodium phosphate,DSP,api,corticosteroid,glucocorticoid salt,2392-39-4,16961,,,,ocular;parenteral;pulmonary,Water-soluble prodrug salt,pubchem,seed-union,0.7,Unioned from bootstrap Python seed (not in Excel master).
SEED_API008,Triamcinolone acetonide,TA,api,corticosteroid,glucocorticoid,76-25-5,6436,,,,topical;ocular;parenteral;pulmonary,Potent glucocorticoid,pubchem,seed-union,0.72,Unioned from bootstrap Python seed (not in Excel master).
SEED_API017,Meloxicam,,api,nsaid,oxicam,71125-38-7,54677470,,,,oral;parenteral,Amphoteric NSAID,pubchem,seed-union,0.72,Unioned from bootstrap Python seed (not in Excel master).
SEED_API023,Fluconazole,,api,antifungal,azole,86386-73-4,3365,,,,oral;parenteral,Water-soluble azole,pubchem,seed-union,0.75,Unioned from bootstrap Python seed (not in Excel master).
SEED_API024,Ciprofloxacin,CIP,api,antibiotic,fluoroquinolone,85721-33-1,2764,,,,oral;parenteral;ocular;pulmonary,Zwitterionic antibiotic,pubchem,seed-union,0.72,Unioned from bootstrap Python seed (not in Excel master).
SEED_API031,Lidocaine,,api,local anesthetic,amide,137-58-6,3676,,,,topical;parenteral,Weak base local anesthetic,pubchem,seed-union,0.78,Unioned from bootstrap Python seed (not in Excel master).
SEED_API032,Insulin (placeholder),insulin,api,biologic,peptide payload,,,,,,parenteral;pulmonary,PLACEHOLDER payload; conformational/aggregation liabilities; verify all data,estimated,seed-union,0.3,Unioned from bootstrap Python seed (not in Excel master).
SEED_SUR017,Brij 93,polyoxyethylene (2) oleyl ether,nonionic_surfactant,brij,,9004-98-2,,,,,oral;topical;parenteral;pulmonary,Low-HLB unsaturated vesicle former,hpe,seed-union,0.7,Unioned from bootstrap Python seed (not in Excel master).
SEED_SUR026,Soluplus,PVCL-PVA-PEG graft copolymer,nonionic_surfactant,polymeric solubilizer,,402932-23-4,,,,,oral;topical;parenteral;pulmonary,Amphiphilic graft copolymer for ASD/micelles,hpe,seed-union,0.62,Unioned from bootstrap Python seed (not in Excel master).
SEED_STE005,Stigmasterol,,sterol,phytosterol,,83-48-7,5280794,,,,oral;topical,Phytosterol,pubchem,seed-union,0.63,Unioned from bootstrap Python seed (not in Excel master).
SEED_BIL007,Sodium ursodeoxycholate,SUDC,bile_salt,bile salt,,,,,,,oral,UDCA salt; milder,pubchem,seed-union,0.66,Unioned from bootstrap Python seed (not in Excel master).
SEED_FA006,Linoleic acid,C18:2,liquid_lipid,fatty acid,,60-33-3,5280450,,,,oral;parenteral;topical;pulmonary,Polyunsaturated liquid FA,hpe,seed-union,0.78,Unioned from bootstrap Python seed (not in Excel master).
SEED_SL007,Beeswax,cera alba,solid_lipid,wax,,8012-89-3,,,,,oral;parenteral;topical;pulmonary,Natural wax; variable composition,hpe,seed-union,0.6,Unioned from bootstrap Python seed (not in Excel master).
SEED_SL008,Carnauba wax,,solid_lipid,wax,,8015-86-9,,,,,oral;parenteral;topical;pulmonary,High-melting natural wax,hpe,seed-union,0.6,Unioned from bootstrap Python seed (not in Excel master).
SEED_OIL006,Squalene,,liquid_lipid,oil,,111-02-4,638072,,,,oral;topical;parenteral,Adjuvant/emulsion oil (MF59-like),supplier,seed-union,0.7,Unioned from bootstrap Python seed (not in Excel master).
SEED_OIL007,Squalane,,liquid_lipid,oil,,111-01-3,12626,,,,oral;topical;parenteral,Saturated stable emulsion oil,supplier,seed-union,0.7,Unioned from bootstrap Python seed (not in Excel master).
SEED_SOL016,n-Hexane,,solvent,solvent,,110-54-3,8058,,,,process,Nonpolar; class 2,ich_q3c,seed-union,0.75,Unioned from bootstrap Python seed (not in Excel master).
SEED_SOL017,n-Heptane,,solvent,solvent,,142-82-5,8900,,,,process,Nonpolar; class 3,ich_q3c,seed-union,0.75,Unioned from bootstrap Python seed (not in Excel master).
SEED_SOL018,Toluene,,solvent,solvent,,108-88-3,1140,,,,process,Aromatic; class 2,ich_q3c,seed-union,0.75,Unioned from bootstrap Python seed (not in Excel master).
SEED_SOL019,Tetrahydrofuran,THF,solvent,solvent,,109-99-9,8028,,,,process,Peroxide-forming; class 2,ich_q3c,seed-union,0.75,Unioned from bootstrap Python seed (not in Excel master).
SEED_SOL020,Triacetin,glyceryl triacetate,solvent,solvent,,102-76-1,5541,,,,process,Plasticizer/oil-like cosolvent,ich_q3c,seed-union,0.68,Unioned from bootstrap Python seed (not in Excel master).
SEED_CAR004,Lactose monohydrate,,carrier,disaccharide,,64044-51-5,,,,,pulmonary;oral,Standard DPI carrier,hpe,seed-union,0.82,Unioned from bootstrap Python seed (not in Excel master).
SEED_CAR014,Pullulan,,carrier,polysaccharide,,9057-02-7,,,,,pulmonary;oral,Film/matrix former; glass former,hpe,seed-union,0.62,Unioned from bootstrap Python seed (not in Excel master).
SEED_POL010,Chitosan (low MW),,polymer,polysaccharide (cationic),,9012-76-4,,,,,parenteral;oral;topical,Mucoadhesive cationic polymer; pKa ~6.5,supplier,seed-union,0.7,Unioned from bootstrap Python seed (not in Excel master).
SEED_POL012,Polyethylenimine (branched),PEI 25k,polymer,cationic polymer,,9002-98-6,,,,,parenteral;oral;topical,Strong condenser; cytotoxic (proton sponge),supplier,seed-union,0.62,Unioned from bootstrap Python seed (not in Excel master).
