material_id,name,synonyms,material_type,category,subcategory,CAS,PubChem_CID,SMILES,InChIKey,supplier_or_grade_notes,route_suitability,regulatory_or_safety_notes,source_id,curation_status,confidence_score,notes,BCS_class,CMC_mM,HBA,HBD,HLB,ICH_class,MW,PDE_mg_day,TPSA,Tg_C,Tm_C,acid_base,aromatic_rings,avg_MW,boiling_point_C,cationic,charge_inducer,cloud_point_C,cryoprotectant,delta_D,delta_H,delta_P,density_g_ml,dielectric_constant,edge_activator,formal_charge,fusogenic,headgroup_area_nm2,hsp_radius,ionizable,logP,melting_point_C,molar_volume_cm3_mol,mucoadhesive,n_tails,pKa,pegylated,polarity_index,porous_carrier,rotatable_bonds,tail_carbons,tail_unsaturation,toxicity_penalty,vesicle_anchor,water_miscibility,water_solubility_mg_ml
LIP_PEG_DPPE,PEG-DPPE,,phospholipid,Phospholipid/membrane lipid,PEG-lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PEG-lipid; controls steric stabilization and LNP desorption kinetics.,,,,,,,2750,,,,,,,,,,,,,17.5,8,7.5,,,,0,,0.7,8,,,,2750,,2,,1.0,,,,16.0,0.0,,,,
LIP_DOTAP,DOTAP,,phospholipid,Phospholipid/membrane lipid,cationic lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Permanent/strong cationic lipid; toxicity and hemolysis risk require strict screening.,,,,,,,698.5,,,,,,,,,1.0,1.0,,,17.5,10,7.5,,,,1,,0.62,8,,,,698.5,,2,,,,,,18.0,1.0,,,,
LIP_DOTMA,DOTMA,,phospholipid,Phospholipid/membrane lipid,cationic lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Permanent/strong cationic lipid; toxicity and hemolysis risk require strict screening.,,,,,,,670.5,,,,,,,,,1.0,1.0,,,17.5,10,7.5,,,,1,,0.62,8,,,,670.5,,2,,,,,,18.0,1.0,,,,
LIP_DDAB,DDAB,,phospholipid,Phospholipid/membrane lipid,cationic lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Permanent/strong cationic lipid; toxicity and hemolysis risk require strict screening.,,,,,,,630.95,,,,,,,,,1.0,1.0,,,17.5,10,7.5,,,,1,,0.62,8,,,,630.95,,2,,,,,,12.0,0.0,,,,
LIP_DC_CHOL,DC-Chol,,phospholipid,Phospholipid/membrane lipid,cationic lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Permanent/strong cationic lipid; toxicity and hemolysis risk require strict screening.,,,,,,,537.3,,,,,,,,,1.0,1.0,,,17.5,10,7.5,,,,1,,0.62,8,,,,537.3,,1,,,,,,27.0,0.0,,,,
LIP_DODAP,DODAP,,phospholipid,Phospholipid/membrane lipid,ionizable lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Apparent pKa formulation-dependent; critical for LNP potency/tolerability.,,,,,,,698.5,,,,,,,,,1.0,,,,17.5,10,7.5,,,,0,,0.62,8,1.0,,,698.5,,2,6.6,,,,,18.0,1.0,,,,
LIP_DLIN_MC3_DMA,DLin-MC3-DMA,,phospholipid,Phospholipid/membrane lipid,ionizable lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Apparent pKa formulation-dependent; critical for LNP potency/tolerability.,,,,,,,642.1,,,,,,,,,1.0,,,,17.5,10,7.5,,,,0,,0.62,8,1.0,,,642.1,,2,6.4,,,,,18.0,2.0,,,,
LIP_SM_102,SM-102,,phospholipid,Phospholipid/membrane lipid,ionizable lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Apparent pKa formulation-dependent; critical for LNP potency/tolerability.,,,,,,,710,,,,,,,,,1.0,,,,17.5,10,7.5,,,,0,,0.62,8,1.0,,,710,,2,6.7,,,,,18.0,1.0,,,,
LIP_ALC_0315,ALC-0315,,phospholipid,Phospholipid/membrane lipid,ionizable lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Apparent pKa formulation-dependent; critical for LNP potency/tolerability.,,,,,,,766.2,,,,,,,,,1.0,,,,17.5,10,7.5,,,,0,,0.62,8,1.0,,,766.2,,2,6.1,,,,,18.0,1.0,,,,
LIP_DLIN_KC2_DMA,Dlin-KC2-DMA,,phospholipid,Phospholipid/membrane lipid,ionizable lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Apparent pKa formulation-dependent; critical for LNP potency/tolerability.,,,,,,,642.1,,,,,,,,,1.0,,,,17.5,10,7.5,,,,0,,0.62,8,1.0,,,642.1,,2,6.7,,,,,18.0,2.0,,,,
LIP_DODMA,DODMA,,phospholipid,Phospholipid/membrane lipid,ionizable lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Apparent pKa formulation-dependent; critical for LNP potency/tolerability.,,,,,,,620,,,,,,,,,1.0,,,,17.5,10,7.5,,,,0,,0.62,8,1.0,,,620,,2,6.5,,,,,18.0,1.0,,,,
LIP_SPHINGOMYELIN,Sphingomyelin,,phospholipid,Phospholipid/membrane lipid,sphingolipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Sphingolipid; grade/acyl distribution dependent.,,,,,,,703,,,,37,,,,,,,,,17.5,10,7.5,,,,0,,0.62,8,,,,703,,2,,,,,,17.0,0.0,,,,
LIP_CERAMIDE,Ceramide,,phospholipid,Phospholipid/membrane lipid,sphingolipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Sphingolipid; grade/acyl distribution dependent.,,,,,,,537,,,,90,,,,,,,,,17.5,10,7.5,,,,0,,0.62,8,,,,537,,2,,,,,,17.0,0.0,,,,
LIP_GLUCOSYLCERAMIDE,Glucosylceramide,,phospholipid,Phospholipid/membrane lipid,sphingolipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Sphingolipid; grade/acyl distribution dependent.,,,,,,,700,,,,70,,,,,,,,,17.5,10,7.5,,,,0,,0.62,8,,,,700,,2,,,,,,17.0,0.0,,,,
LIP_SAINT_LIPID_PLACEHOLDER,SAINT lipid placeholder,,phospholipid,Phospholipid/membrane lipid,cationic lipid placeholder,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S000_USER_SPEC,seed_curated,0.72,Placeholder because SAINT family has multiple proprietary structures; add exact SAINT-2/SAINT-18 row before use.,,,,,,,,,,,,,,,,1.0,1.0,,,17.5,10,7.5,,,,1,,0.62,8,,,,,,2,,,,,,18.0,1.0,,,,
STE_CHOLESTEROL,Cholesterol,,sterol,Sterol/sterol derivative,cholesterol,,,,,,"liposomes, niosomes, SLN/NLC; oral/topical/parenteral grade-dependent",Cholesterol has broad precedent; derivatives require route-specific assessment.,S001_PUBCHEM,seed_curated,0.72,canonical membrane rigidifier,,,,,,,386.65,,,,,,,,,,,,,18,4.5,2,,,,0,,0.4,6.5,,,148,364.76,,,,,,,,,,,,,
STE_CHOLESTERYL_HEMISUCCINATE,Cholesteryl hemisuccinate,,sterol,Sterol/sterol derivative,anionic cholesterol ester,,,,,,"liposomes, niosomes, SLN/NLC; oral/topical/parenteral grade-dependent",Cholesterol has broad precedent; derivatives require route-specific assessment.,S001_PUBCHEM,seed_curated,0.72,pH-responsive/anionic sterol derivative,,,,,,,486.7,,,,,,,,,,1.0,,,18,4.5,2,,,,-1,,0.4,6.5,,,173,459.15,,,5.6,,,,,,,,,,
STE_ERGOSTEROL,Ergosterol,,sterol,Sterol/sterol derivative,fungal sterol,,,,,,"liposomes, niosomes, SLN/NLC; oral/topical/parenteral grade-dependent",Cholesterol has broad precedent; derivatives require route-specific assessment.,S001_PUBCHEM,seed_curated,0.72,polyene-binding relevance,,,,,,,396.65,,,,,,,,,,,,,18,4.5,2,,,,0,,0.4,6.5,,,160,374.2,,,,,,,,,,,,,
STE_BETA_SITOSTEROL,Beta-sitosterol,,sterol,Sterol/sterol derivative,phytosterol,,,,,,"liposomes, niosomes, SLN/NLC; oral/topical/parenteral grade-dependent",Cholesterol has broad precedent; derivatives require route-specific assessment.,S001_PUBCHEM,seed_curated,0.72,phytosterol membrane-ordering candidate,,,,,,,414.71,,,,,,,,,,,,,18,4.5,2,,,,0,,0.4,6.5,,,136,391.24,,,,,,,,,,,,,
STE_LANOSTEROL,Lanosterol,,sterol,Sterol/sterol derivative,sterol precursor,,,,,,"liposomes, niosomes, SLN/NLC; oral/topical/parenteral grade-dependent",Cholesterol has broad precedent; derivatives require route-specific assessment.,S001_PUBCHEM,seed_curated,0.72,less common sterol derivative,,,,,,,426.72,,,,,,,,,,,,,18,4.5,2,,,,0,,0.4,6.5,,,140,402.57,,,,,,,,,,,,,
BILE_SODIUM_CHOLATE,Sodium cholate,,bile_salt,Bile salt/bilosome edge material,bile salt,,,,,,oral bilosomes/transfer-like vesicles; route-specific toxicity testing required,Membrane-active; evaluate hemolysis/cytotoxicity.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.64,,,14,,,,,430.55,,,,,,,,,,1.0,,,17.2,13.5,8.5,,,,-1,,,8.5,,,,358.79,,,5,,,,,,,,,,
BILE_SODIUM_DEOXYCHOLATE,Sodium deoxycholate,,bile_salt,Bile salt/bilosome edge material,bile salt,,,,,,oral bilosomes/transfer-like vesicles; route-specific toxicity testing required,Membrane-active; evaluate hemolysis/cytotoxicity.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.64,,,3,,,,,414.55,,,,,,,,,,1.0,,,17.2,13.5,8.5,,,,-1,,,8.5,,,,345.46,,,5,,,,,,,,,,
BILE_SODIUM_TAUROCHOLATE,Sodium taurocholate,,bile_salt,Bile salt/bilosome edge material,bile salt,,,,,,oral bilosomes/transfer-like vesicles; route-specific toxicity testing required,Membrane-active; evaluate hemolysis/cytotoxicity.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.64,,,6,,,,,537.68,,,,,,,,,,1.0,,,17.2,13.5,8.5,,,,-1,,,8.5,,,,448.07,,,5,,,,,,,,,,
BILE_SODIUM_GLYCOCHOLATE,Sodium glycocholate,,bile_salt,Bile salt/bilosome edge material,bile salt,,,,,,oral bilosomes/transfer-like vesicles; route-specific toxicity testing required,Membrane-active; evaluate hemolysis/cytotoxicity.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.64,,,13,,,,,487.61,,,,,,,,,,1.0,,,17.2,13.5,8.5,,,,-1,,,8.5,,,,406.34,,,5,,,,,,,,,,
BILE_SODIUM_TAURODEOXYCHOLATE,Sodium taurodeoxycholate,,bile_salt,Bile salt/bilosome edge material,bile salt,,,,,,oral bilosomes/transfer-like vesicles; route-specific toxicity testing required,Membrane-active; evaluate hemolysis/cytotoxicity.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.64,,,2.5,,,,,521.69,,,,,,,,,,1.0,,,17.2,13.5,8.5,,,,-1,,,8.5,,,,434.74,,,5,,,,,,,,,,
BILE_SODIUM_GLYCODEOXYCHOLATE,Sodium glycodeoxycholate,,bile_salt,Bile salt/bilosome edge material,bile salt,,,,,,oral bilosomes/transfer-like vesicles; route-specific toxicity testing required,Membrane-active; evaluate hemolysis/cytotoxicity.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.64,,,2,,,,,471.61,,,,,,,,,,1.0,,,17.2,13.5,8.5,,,,-1,,,8.5,,,,393.01,,,5,,,,,,,,,,
BILE_SODIUM_TAUROCHENODEOXYCHOLATE,Sodium taurochenodeoxycholate,,bile_salt,Bile salt/bilosome edge material,bile salt,,,,,,oral bilosomes/transfer-like vesicles; route-specific toxicity testing required,Membrane-active; evaluate hemolysis/cytotoxicity.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.64,,,3,,,,,521.69,,,,,,,,,,1.0,,,17.2,13.5,8.5,,,,-1,,,8.5,,,,434.74,,,5,,,,,,,,,,
BILE_SODIUM_CHENODEOXYCHOLATE,Sodium chenodeoxycholate,,bile_salt,Bile salt/bilosome edge material,bile salt,,,,,,oral bilosomes/transfer-like vesicles; route-specific toxicity testing required,Membrane-active; evaluate hemolysis/cytotoxicity.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.64,,,4,,,,,414.55,,,,,,,,,,1.0,,,17.2,13.5,8.5,,,,-1,,,8.5,,,,345.46,,,5,,,,,,,,,,
OIL_STEARIC_ACID,Stearic acid,,solid_lipid,Solid lipid/oil/wax,fatty acid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,284.48,,,,,,,,,,,,,17,5,2.5,0.94,,,,,,7,,,69,302.64,,,,,,,,,,,,,
OIL_PALMITIC_ACID,Palmitic acid,,solid_lipid,Solid lipid/oil/wax,fatty acid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,256.42,,,,,,,,,,,,,17,5,2.5,0.85,,,,,,7,,,63,301.67,,,,,,,,,,,,,
OIL_OLEIC_ACID,Oleic acid,,liquid_lipid,Solid lipid/oil/wax,fatty acid/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,1,,282.47,,,,,,,,,,,,,17,7,4.5,0.895,,,,,,7,,,13,315.61,,,,,,,,,,,,,
OIL_MYRISTIC_ACID,Myristic acid,,solid_lipid,Solid lipid/oil/wax,fatty acid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,228.37,,,,,,,,,,,,,17,5,2.5,0.86,,,,,,7,,,54,265.55,,,,,,,,,,,,,
OIL_LAURIC_ACID,Lauric acid,,solid_lipid,Solid lipid/oil/wax,fatty acid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,200.32,,,,,,,,,,,,,17,5,2.5,0.88,,,,,,7,,,44,227.64,,,,,,,,,,,,,
OIL_CAPRIC_ACID,Capric acid,,solid_lipid,Solid lipid/oil/wax,fatty acid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,172.26,,,,,,,,,,,,,17,5,2.5,0.89,,,,,,7,,,31,193.55,,,,,,,,,,,,,
OIL_CAPRYLIC_ACID,Caprylic acid,,liquid_lipid,Solid lipid/oil/wax,fatty acid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,144.21,,,,,,,,,,,,,17,5,2.5,0.91,,,,,,7,,,16,158.47,,,,,,,,,,,,,
OIL_GLYCERYL_MONOSTEARATE,Glyceryl monostearate,,solid_lipid,Solid lipid/oil/wax,glyceride/solid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,3.8,,358.56,,,,,,,,,,,,,17,7,4.5,0.97,,,,,,7,,,58,369.65,,,,,,,,,,,,,
OIL_GLYCERYL_BEHENATE_COMPRITOL_888_ATO,Glyceryl behenate / Compritol 888 ATO,Compritol 888 ATO;Glyceryl behenate,solid_lipid,Solid lipid/oil/wax,glyceride/solid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,2,,,,,,,,,900,,,,,,17,7,4.5,0.98,,,,,,7,,,70,918.37,,,,,,,,,,,,,
OIL_GLYCERYL_PALMITOSTEARATE_PRECIROL_ATO_5,Glyceryl palmitostearate / Precirol ATO 5,Glyceryl palmitostearate;Precirol ATO 5,solid_lipid,Solid lipid/oil/wax,glyceride/solid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,2,,,,,,,,,650,,,,,,17,7,4.5,0.96,,,,,,7,,,55,677.08,,,,,,,,,,,,,
OIL_TRIMYRISTIN_DYNASAN_114,Trimyristin / Dynasan 114,Dynasan 114;Trimyristin,solid_lipid,Solid lipid/oil/wax,triglyceride/solid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,723.16,,,,,,,,,,,,,17,5,2.5,0.9,,,,,,7,,,56,803.51,,,,,,,,,,,,,
OIL_TRIPALMITIN_DYNASAN_116,Tripalmitin / Dynasan 116,Dynasan 116;Tripalmitin,solid_lipid,Solid lipid/oil/wax,triglyceride/solid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,807.32,,,,,,,,,,,,,17,5,2.5,0.88,,,,,,7,,,66,917.41,,,,,,,,,,,,,
OIL_TRISTEARIN_DYNASAN_118,Tristearin / Dynasan 118,Dynasan 118;Tristearin,solid_lipid,Solid lipid/oil/wax,triglyceride/solid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,891.48,,,,,,,,,,,,,17,5,2.5,0.86,,,,,,7,,,72,1036.6,,,,,,,,,,,,,
OIL_CETYL_PALMITATE,Cetyl palmitate,,solid_lipid,Solid lipid/oil/wax,wax ester,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,480.85,,,,,,,,,,,,,17,5,2.5,0.82,,,,,,7,,,50,586.4,,,,,,,,,,,,,
OIL_WITEPSOL_H15,Witepsol H15,,solid_lipid,Solid lipid/oil/wax,hard fat suppository base,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,,,,,,,,650,,,,,,17,5,2.5,0.95,,,,,,7,,,34,684.21,,,,,,,,,,,,,
OIL_WITEPSOL_W35,Witepsol W35,,solid_lipid,Solid lipid/oil/wax,hard fat suppository base,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,,,,,,,,650,,,,,,17,5,2.5,0.95,,,,,,7,,,35,684.21,,,,,,,,,,,,,
OIL_GELUCIRE_44_14,Gelucire 44/14,14;Gelucire 44,solid_lipid,Solid lipid/oil/wax,PEG glyceride,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S009_GATTEFOSSE,seed_curated,0.6,,,,,,14,,,,,,,,,1500,,,,,,17,7,4.5,1.05,,,,,,7,,,44,1428.57,,,,,,,,,,,,,
OIL_GELUCIRE_50_13,Gelucire 50/13,13;Gelucire 50,solid_lipid,Solid lipid/oil/wax,PEG glyceride,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S009_GATTEFOSSE,seed_curated,0.6,,,,,,13,,,,,,,,,1700,,,,,,17,7,4.5,1.05,,,,,,7,,,50,1619.05,,,,,,,,,,,,,
OIL_GELUCIRE_43_01,Gelucire 43/01,01;Gelucire 43,solid_lipid,Solid lipid/oil/wax,glyceride,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S009_GATTEFOSSE,seed_curated,0.6,,,,,,1,,,,,,,,,600,,,,,,17,7,4.5,0.95,,,,,,7,,,43,631.58,,,,,,,,,,,,,
OIL_ETHYL_OLEATE,Ethyl oleate,,liquid_lipid,Solid lipid/oil/wax,liquid lipid/oil,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,310.51,,,,,,,,,,,,,17,5,2.5,0.87,,,,,,7,,,-32,356.91,,,,,,,,,,,,,
OIL_MEDIUM_CHAIN_TRIGLYCERIDES,Medium-chain triglycerides,MCT;caprylic/capric triglyceride,liquid_lipid,Solid lipid/oil/wax,oil/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,,,,,,,,500,,,,,,17,5,2.5,0.95,,,,,,7,,,-5,526.32,,,,,,,,,,,,,
OIL_MIGLYOL_812,Miglyol 812,,liquid_lipid,Solid lipid/oil/wax,oil/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,,,,,,,,500,,,,,,17,5,2.5,0.95,,,,,,7,,,-5,526.32,,,,,,,,,,,,,
OIL_MIGLYOL_840,Miglyol 840,,liquid_lipid,Solid lipid/oil/wax,oil/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,,,,,,,,540,,,,,,17,5,2.5,0.94,,,,,,7,,,-10,574.47,,,,,,,,,,,,,
OIL_LABRAFAC_PG,Labrafac PG,,liquid_lipid,Solid lipid/oil/wax,oil/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S009_GATTEFOSSE,seed_curated,0.6,,,,,,2,,,,,,,,,400,,,,,,17,7,4.5,0.95,,,,,,7,,,-10,421.05,,,,,,,,,,,,,
OIL_CAPRYOL_90,Capryol 90,,liquid_lipid,Solid lipid/oil/wax,oil/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S009_GATTEFOSSE,seed_curated,0.6,,,,,,6,,,,,,,,,218,,,,,,17,7,4.5,0.95,,,,,,7,,,-10,229.47,,,,,,,,,,,,,
OIL_MAISINE_CC,Maisine CC,,liquid_lipid,Solid lipid/oil/wax,oil/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S009_GATTEFOSSE,seed_curated,0.6,,,,,,1,,,,,,,,,350,,,,,,17,7,4.5,0.93,,,,,,7,,,-10,376.34,,,,,,,,,,,,,
OIL_PECEOL,Peceol,,liquid_lipid,Solid lipid/oil/wax,oil/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S009_GATTEFOSSE,seed_curated,0.6,,,,,,3,,,,,,,,,350,,,,,,17,7,4.5,0.94,,,,,,7,,,-10,372.34,,,,,,,,,,,,,
OIL_LABRAFIL_M1944CS,Labrafil M1944CS,,liquid_lipid,Solid lipid/oil/wax,oil/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S009_GATTEFOSSE,seed_curated,0.6,,,,,,4,,,,,,,,,600,,,,,,17,7,4.5,0.95,,,,,,7,,,-10,631.58,,,,,,,,,,,,,
OIL_LABRAFIL_M2125CS,Labrafil M2125CS,,liquid_lipid,Solid lipid/oil/wax,oil/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S009_GATTEFOSSE,seed_curated,0.6,,,,,,4,,,,,,,,,600,,,,,,17,7,4.5,0.95,,,,,,7,,,-10,631.58,,,,,,,,,,,,,
OIL_ISOPROPYL_MYRISTATE,Isopropyl myristate,,liquid_lipid,Solid lipid/oil/wax,oil/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,270.45,,,,,,,,,,,,,17,5,2.5,0.85,,,,,,7,,,-5,318.18,,,,,,,,,,,,,
OIL_CASTOR_OIL,Castor oil,,liquid_lipid,Solid lipid/oil/wax,fixed oil,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,,,,,,,,930,,,,,,17,5,2.5,0.96,,,,,,7,,,-10,968.75,,,,,,,,,,,,,
OIL_SOYBEAN_OIL,Soybean oil,,liquid_lipid,Solid lipid/oil/wax,fixed oil,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,,,,,,,,880,,,,,,17,5,2.5,0.92,,,,,,7,,,-15,956.52,,,,,,,,,,,,,
OIL_SESAME_OIL,Sesame oil,,liquid_lipid,Solid lipid/oil/wax,fixed oil,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,,,,,,,,880,,,,,,17,5,2.5,0.92,,,,,,7,,,-5,956.52,,,,,,,,,,,,,
OIL_CORN_OIL,Corn oil,,liquid_lipid,Solid lipid/oil/wax,fixed oil,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,,,,,,,,880,,,,,,17,5,2.5,0.92,,,,,,7,,,-15,956.52,,,,,,,,,,,,,
OIL_OLIVE_OIL,Olive oil,,liquid_lipid,Solid lipid/oil/wax,fixed oil,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,,,,,,,,,,,,,,,880,,,,,,17,5,2.5,0.91,,,,,,7,,,-6,967.03,,,,,,,,,,,,,
